CustomerKey,GeographyKey,FirstName,LastName,fullName,BirthDate,MaritalStatus,Gender,EmailAddress,EnglishEducation,EnglishOccupation,AddressLine1,Phone,DateFirstPurchase,customer city
12275,125,Adriana,Madan,Adriana Madan,1981-06-07,S,Female,adriana8@adventure-works.com,Partial College,Manual,Herzogstr 3998,1 (11) 500 555-0126,2020-07-15,Berlin
12276,123,Alisha,Shan,Alisha Shan,1976-01-10,M,Female,alisha34@adventure-works.com,Bachelors,Clerical,Buergermeister-ulrich-str 100,1 (11) 500 555-0190,2020-07-01,Berlin
12277,237,Beth,Ortega,Beth Ortega,1974-10-20,S,Female,beth24@adventure-works.com,High School,Manual,4698 Royal Oak Rd.,1 (11) 500 555-0194,2020-04-14,Esher-Molesey
12278,130,Meredith,Johnsen,Meredith Johnsen,1974-07-06,S,Female,meredith28@adventure-works.com,High School,Manual,Hochstr 8111,1 (11) 500 555-0115,2021-06-22,Duesseldorf
12279,203,Mathew,Suarez,Mathew Suarez,1975-12-19,M,Male,mathew15@adventure-works.com,Bachelors,Clerical,"119, quai Paul Doumer",1 (11) 500 555-0117,2019-05-13,Paris
12280,179,Theresa,Alvarez,Theresa Alvarez,1981-06-04,M,Female,theresa1@adventure-works.com,Bachelors,Clerical,"33, allée des Princes",1 (11) 500 555-0131,2019-05-13,Saint Ouen
12281,263,Janelle,Sanchez,Janelle Sanchez,1981-04-19,M,Female,janelle17@adventure-works.com,Graduate Degree,Clerical,9809 Baltic Sea Ct,1 (11) 500 555-0145,2020-04-13,Oxford
12282,276,Nicolas,Tang,Nicolas Tang,1981-01-03,S,Male,nicolas2@adventure-works.com,Graduate Degree,Clerical,4909 Vine Lane,1 (11) 500 555-0130,2020-04-24,Woolston
12283,231,Todd,Zeng,Todd Zeng,1980-08-06,S,Male,todd19@adventure-works.com,Partial College,Manual,9215 Hamilton Ave.,1 (11) 500 555-0195,2020-03-30,Billericay
12284,233,Cristina,Beck,Cristina Beck,1980-09-28,M,Female,cristina17@adventure-works.com,Bachelors,Clerical,3249 Riverside Drive,1 (11) 500 555-0156,2020-04-06,Bracknell
12285,221,Bethany,Chande,Bethany Chande,1975-05-28,S,Female,bethany18@adventure-works.com,Bachelors,Clerical,"4855, rue des Ecoles",1 (11) 500 555-0130,2019-05-30,Drancy
12286,265,Nathan,Jenkins,Nathan Jenkins,1975-03-06,S,Male,nathan2@adventure-works.com,Graduate Degree,Skilled Manual,3093 Roland Drive,1 (11) 500 555-0123,2020-05-16,Peterborough
12287,241,Andre,Arun,Andre Arun,1957-06-30,S,Male,andre6@adventure-works.com,Partial College,Manual,4398 Lakewood Court,1 (11) 500 555-0114,2020-05-29,Kirkby
12288,265,Sara,Brooks,Sara Brooks,1984-09-17,M,Female,sara2@adventure-works.com,High School,Manual,2681 Black Walnut Ct.,1 (11) 500 555-0186,2021-10-01,Peterborough
12289,269,Joseph,Taylor,Joseph Taylor,1984-09-16,S,Male,joseph15@adventure-works.com,High School,Manual,6093 Midway Ct.,1 (11) 500 555-0138,2020-05-20,Stoke-on-Trent
12290,187,Kaylee,Morris,Kaylee Morris,1973-10-23,S,Female,kaylee15@adventure-works.com,High School,Manual,"9, quai de l´ Iton",1 (11) 500 555-0143,2019-05-06,Lille
12291,115,Johnathan,Suri,Johnathan Suri,1949-10-17,S,Male,johnathan1@adventure-works.com,Partial College,Professional,Heidestieg Straße 8664,1 (11) 500 555-0113,2020-07-23,Eilenburg
12292,229,Nicolas,Kumar,Nicolas Kumar,1955-03-21,M,Male,nicolas5@adventure-works.com,Bachelors,Management,5703 Rose Dr,1 (11) 500 555-0177,2020-05-20,Berks
12293,233,Tammy,Garcia,Tammy Garcia,1949-11-14,M,Female,tammy15@adventure-works.com,Bachelors,Management,5866 Orange St.,1 (11) 500 555-0164,2021-06-01,Bracknell
12294,254,Shane,Kovar,Shane Kovar,1950-05-31,M,Male,shane7@adventure-works.com,Bachelors,Management,5194 Mendouno Dr,1 (11) 500 555-0186,2021-05-22,London
12295,216,Dwayne,Gomez,Dwayne Gomez,1956-03-17,S,Male,dwayne1@adventure-works.com,Partial High School,Skilled Manual,"33, allée des Princes",1 (11) 500 555-0113,2021-02-12,Courbevoie
12296,211,Francisco,Sara,Francisco Sara,1961-08-11,M,Male,francisco11@adventure-works.com,High School,Professional,"24, rue Descartes",1 (11) 500 555-0166,2019-05-19,Les Ulis
12297,131,Felicia,Blanco,Felicia Blanco,1950-07-08,S,Female,felicia15@adventure-works.com,Partial College,Professional,Kurfürstenstr 599,1 (11) 500 555-0130,2020-08-12,Frankfurt
12298,171,Crystal,Zeng,Crystal Zeng,1950-11-18,S,Female,crystal1@adventure-works.com,Partial College,Professional,Auf Der Steige 6,1 (11) 500 555-0184,2020-08-21,Neunkirchen
12299,274,Walter,Serrano,Walter Serrano,1950-12-08,M,Male,walter9@adventure-works.com,Graduate Degree,Management,2761 Pinecreek Way,1 (11) 500 555-0176,2020-05-09,West Sussex
12300,180,Adriana,Gonzalez,Adriana Gonzalez,1952-01-15,S,Female,adriana19@adventure-works.com,Partial College,Professional,"310, rue des Rosiers",1 (11) 500 555-0129,2019-05-24,Colomiers
12301,223,Nichole,Nara,Nichole Nara,1952-06-03,S,Female,nichole16@adventure-works.com,Bachelors,Management,"21, avenue de la Gare",1 (11) 500 555-0152,2019-05-10,Saint-Denis
12302,131,Kevin,Coleman,Kevin Coleman,1951-08-30,M,Male,kevin9@adventure-works.com,Bachelors,Management,Reiherweg 5,1 (11) 500 555-0167,2020-08-23,Frankfurt
12303,250,Kristi,Alvarez,Kristi Alvarez,1951-10-14,M,Female,kristi1@adventure-works.com,Partial College,Professional,3322 Haven Hill Drive,1 (11) 500 555-0111,2021-08-18,London
12304,253,Alejandro,Zhou,Alejandro Zhou,1957-06-01,S,Male,alejandro11@adventure-works.com,Partial College,Professional,8089 Mariposa Ct.,1 (11) 500 555-0144,2021-09-02,London
12305,234,Xavier,Bailey,Xavier Bailey,1960-01-03,M,Male,xavier83@adventure-works.com,Partial College,Professional,6720 Bryce Dr.,1 (11) 500 555-0129,2020-06-27,Bury
12306,120,Logan,Parker,Logan Parker,1958-12-04,M,Male,logan27@adventure-works.com,Partial College,Professional,Wolfgangstraße 48,1 (11) 500 555-0125,2021-05-02,Hof
12307,226,Brad,She,Brad She,1960-05-12,M,Male,brad1@adventure-works.com,High School,Professional,"12, rue Henri Gagnon",1 (11) 500 555-0136,2019-05-29,Cergy
12308,184,Margaret,He,Margaret He,1970-10-19,M,Female,margaret25@adventure-works.com,High School,Professional,"12bis, boulevard du Montparnasse",1 (11) 500 555-0112,2019-06-03,Metz
12309,235,Omar,Raje,Omar Raje,1960-04-03,S,Male,omar34@adventure-works.com,Partial College,Professional,4192 Mines Road,1 (11) 500 555-0110,2021-03-29,Cambridge
12310,239,Stacy,Munoz,Stacy Munoz,1960-01-08,S,Female,stacy8@adventure-works.com,High School,Professional,1545 Bannock Ct.,1 (11) 500 555-0162,2021-10-12,Gloucestershire
12311,255,Stanley,Weber,Stanley Weber,1965-06-15,S,Male,stanley4@adventure-works.com,High School,Professional,7859 Green Valley Road,1 (11) 500 555-0133,2021-09-17,London
12312,196,Jake,Zhao,Jake Zhao,1970-05-06,M,Male,jake10@adventure-works.com,Bachelors,Management,"454, boulevard Tremblay",1 (11) 500 555-0192,2021-10-28,Paris
12313,199,Jaime,Chande,Jaime Chande,1958-12-03,S,Male,jaime37@adventure-works.com,Bachelors,Management,"15, rue Philibert-Delorme",1 (11) 500 555-0194,2022-01-15,Paris
12314,119,Jill,Suarez,Jill Suarez,1959-03-20,M,Female,jill27@adventure-works.com,Bachelors,Management,Postfach 22 99 99,1 (11) 500 555-0162,2020-08-16,Grevenbroich
12315,246,Ann,Rodriguez,Ann Rodriguez,1959-03-19,M,Female,ann24@adventure-works.com,Partial College,Professional,4865 Rivewview,1 (11) 500 555-0116,2020-06-26,London
12316,255,Alejandro,Luo,Alejandro Luo,1964-11-21,M,Male,alejandro32@adventure-works.com,Partial College,Professional,2625 Pacheco St,1 (11) 500 555-0124,2020-05-30,London
12317,262,Carl,She,Carl She,1959-03-24,M,Male,carl0@adventure-works.com,Bachelors,Management,7199 Natalie Drive,1 (11) 500 555-0172,2020-06-25,Oxford
12318,271,Kristina,Schmidt,Kristina Schmidt,1958-10-31,M,Female,kristina10@adventure-works.com,Bachelors,Management,181 Buena Vista,1 (11) 500 555-0116,2020-06-11,Warrington
12319,115,Shannon,Ye,Shannon Ye,1958-01-08,M,Female,shannon10@adventure-works.com,High School,Professional,Welt Platz 99,1 (11) 500 555-0116,2021-04-10,Eilenburg
12320,233,Cheryl,Alvarez,Cheryl Alvarez,1963-06-14,S,Female,cheryl6@adventure-works.com,Partial College,Professional,4716 Zebra Street,1 (11) 500 555-0154,2021-08-17,Bracknell
12321,211,Rosa,Hu,Rosa Hu,1956-08-14,M,Female,rosa20@adventure-works.com,Partial High School,Skilled Manual,"28, place du Tertre",1 (11) 500 555-0192,2019-06-02,Les Ulis
12322,211,Kari,Mehta,Kari Mehta,1957-01-29,M,Female,kari14@adventure-works.com,High School,Professional,"9, rue de la Centenaire",1 (11) 500 555-0189,2021-12-22,Les Ulis
12323,219,Lawrence,Alonso,Lawrence Alonso,1962-01-11,M,Male,lawrence6@adventure-works.com,High School,Professional,"8111, rue Basse-du-Rocher",1 (11) 500 555-0169,2019-06-24,Suresnes
12324,147,Dale,Lal,Dale Lal,1956-08-26,S,Male,dale7@adventure-works.com,High School,Professional,Postfach 20 99 99,1 (11) 500 555-0130,2021-10-31,Hamburg
12325,244,Gloria,Martin,Gloria Martin,1956-09-14,M,Female,gloria3@adventure-works.com,High School,Professional,4021 Raymond Dr,1 (11) 500 555-0111,2021-08-05,London
12326,279,Glenn,Zhou,Glenn Zhou,1956-08-02,S,Male,glenn9@adventure-works.com,Partial College,Management,1516 Redbird Lane,1 (11) 500 555-0131,2021-09-29,York
12327,156,Edwin,Liang,Edwin Liang,1961-01-14,S,Male,edwin17@adventure-works.com,Partial College,Management,Alte Landstr 1595,1 (11) 500 555-0112,2021-02-05,Braunschweig
12328,250,Eugene,Zhao,Eugene Zhao,1955-09-15,S,Male,eugene14@adventure-works.com,High School,Management,2128 Evelyn Court,1 (11) 500 555-0164,2020-06-04,London
12329,278,Bonnie,Shan,Bonnie Shan,1956-04-21,S,Female,bonnie16@adventure-works.com,Partial College,Management,9192 High Maple Court,1 (11) 500 555-0145,2021-05-22,York
12330,144,Preston,Raman,Preston Raman,1954-12-19,M,Male,preston11@adventure-works.com,Partial College,Management,Heiderplatz 918,1 (11) 500 555-0168,2020-08-20,Essen
12331,185,Meagan,Chandra,Meagan Chandra,1954-01-14,S,Female,meagan2@adventure-works.com,Partial High School,Skilled Manual,"54, rue Maillard",1 (11) 500 555-0199,2021-03-05,Croix
12332,193,Andres,Nara,Andres Nara,1954-02-07,M,Male,andres14@adventure-works.com,High School,Management,"83, rue Jean Mermoz",1 (11) 500 555-0173,2019-06-13,Paris
12333,190,Terrance,Rodriguez,Terrance Rodriguez,1954-05-18,M,Male,terrance17@adventure-works.com,High School,Management,"16, rue des Grands Champs",1 (11) 500 555-0141,2019-06-18,Villeneuve-d'Ascq
12334,250,Roy,Jimenez,Roy Jimenez,1959-08-17,M,Male,roy26@adventure-works.com,High School,Management,1528 Marlene Drive,1 (11) 500 555-0131,2021-06-13,London
12335,267,Francisco,Ashe,Francisco Ashe,1959-02-19,S,Male,francisco7@adventure-works.com,High School,Management,2281 West Road,1 (11) 500 555-0160,2020-06-11,Runcorn
12336,261,Wyatt,Price,Wyatt Price,1953-01-05,S,Male,wyatt52@adventure-works.com,Graduate Degree,Professional,7232 Mulberry,1 (11) 500 555-0119,2021-02-23,Newcastle upon Tyne
12337,6,Dustin,Goldstein,Dustin Goldstein,1981-04-07,S,Male,dustin20@adventure-works.com,Bachelors,Professional,9343 Ironwood Way,1 (11) 500 555-0190,2019-12-05,Lavender Bay
12338,38,Monica,Vance,Monica Vance,1982-01-05,S,Female,monica4@adventure-works.com,Bachelors,Professional,2422 Brookview Drive,1 (11) 500 555-0113,2019-12-24,South Melbourne
12339,29,Clayton,Jai,Clayton Jai,1982-01-05,S,Male,clayton29@adventure-works.com,Bachelors,Professional,9543 West I St.,1 (11) 500 555-0112,2020-01-13,Findon
12340,21,Stacy,Diaz,Stacy Diaz,1982-05-05,S,Female,stacy4@adventure-works.com,Bachelors,Professional,1456 Lake Nadine Pl.,1 (11) 500 555-0182,2020-01-23,Caloundra
12341,5,Katie,Kumar,Katie Kumar,1982-03-09,M,Female,katie10@adventure-works.com,Bachelors,Professional,1463 Lincoln Dr,1 (11) 500 555-0140,2020-01-04,Lane Cove
12342,18,Morgan,Young,Morgan Young,1980-09-05,M,Female,morgan22@adventure-works.com,Bachelors,Professional,2807 10th Avenue,1 (11) 500 555-0195,2020-01-10,Sydney
12343,9,Gloria,Ruiz,Gloria Ruiz,1979-12-02,M,Female,gloria4@adventure-works.com,Bachelors,Professional,406 Countrywood Ct.,1 (11) 500 555-0187,2020-01-17,Milsons Point
12344,3,Dominique,Perez,Dominique Perez,1980-11-29,S,Female,dominique18@adventure-works.com,Bachelors,Professional,1515 Palm Dr,1 (11) 500 555-0123,2021-03-14,Darlinghurst
12345,27,Alison,Raje,Alison Raje,1980-12-24,S,Female,alison14@adventure-works.com,Bachelors,Professional,4037 Kiska Court,1 (11) 500 555-0176,2021-03-31,Townsville
12346,15,Wesley,Gao,Wesley Gao,1980-11-18,S,Male,wesley15@adventure-works.com,Bachelors,Professional,9266 Trees Drive,1 (11) 500 555-0115,2020-01-04,Silverwater
12347,40,Summer,Madan,Summer Madan,1980-08-20,M,Female,summer6@adventure-works.com,Bachelors,Professional,8172 N. Ranchford,1 (11) 500 555-0194,2020-01-13,Warrnambool
12348,6,Jimmy,Vazquez,Jimmy Vazquez,1979-08-24,M,Male,jimmy18@adventure-works.com,Bachelors,Professional,8978 Kingsford Dr.,1 (11) 500 555-0187,2020-01-28,Lavender Bay
12349,15,Lacey,Yuan,Lacey Yuan,1980-01-23,S,Female,lacey41@adventure-works.com,Bachelors,Professional,9852 Shirley Dr,1 (11) 500 555-0125,2019-12-29,Silverwater
12350,34,Logan,Hernandez,Logan Hernandez,1984-02-22,M,Male,logan44@adventure-works.com,Bachelors,Professional,7625 Cloudview Dr.,1 (11) 500 555-0112,2020-01-06,Geelong
12351,39,Cara,Zhang,Cara Zhang,1984-09-28,M,Female,cara0@adventure-works.com,High School,Management,1860 Holiday Hill Dr.,1 (11) 500 555-0124,2021-06-23,Sunbury
12352,12,Ramon,Zhang,Ramon Zhang,1978-09-02,M,Male,ramon0@adventure-works.com,High School,Management,3648 Willow Drive,1 (11) 500 555-0136,2021-09-28,North Sydney
12353,24,Joe,Ramos,Joe Ramos,1984-10-16,M,Male,joe41@adventure-works.com,Partial College,Management,8080 Lancelot Dr.,1 (11) 500 555-0160,2020-01-25,Hawthorne
12354,34,Lance,Ortega,Lance Ortega,1984-08-03,M,Male,lance22@adventure-works.com,Partial College,Management,9735 Sullivan Ave.,1 (11) 500 555-0123,2020-01-03,Geelong
12355,19,Monique,Ortega,Monique Ortega,1984-03-19,S,Female,monique18@adventure-works.com,Partial High School,Professional,5462 El Pintado Rd.,1 (11) 500 555-0177,2019-12-29,Wollongong
12356,13,Julia,Wood,Julia Wood,1977-02-18,S,Female,julia68@adventure-works.com,Bachelors,Professional,1073 Bonnie Lane,1 (11) 500 555-0148,2020-01-09,Port Macquarie
12357,29,Susan,Lu,Susan Lu,1982-04-03,S,Female,susan21@adventure-works.com,High School,Management,4519 Sequoia Drive,1 (11) 500 555-0148,2021-10-29,Findon
12358,9,Lacey,Raje,Lacey Raje,1975-08-26,M,Female,lacey4@adventure-works.com,Partial High School,Professional,8986 Rubiem Ct,1 (11) 500 555-0115,2020-01-28,Milsons Point
12359,9,Veronica,Raman,Veronica Raman,1975-08-19,M,Female,veronica13@adventure-works.com,Graduate Degree,Professional,7107 Kingsford Dr.,1 (11) 500 555-0157,2021-09-11,Milsons Point
12360,12,Mario,Goel,Mario Goel,1977-01-22,S,Male,mario18@adventure-works.com,Partial College,Management,4898 Hillview Dr.,1 (11) 500 555-0137,2020-01-16,North Sydney
12361,22,Dana,Diaz,Dana Diaz,1982-03-28,M,Female,dana19@adventure-works.com,Partial High School,Management,2241 Concord Place,1 (11) 500 555-0194,2021-09-18,East Brisbane
12362,335,Thomas,Harrison,Thomas Harrison,1952-07-02,S,Male,thomas25@adventure-works.com,Bachelors,Management,2662 Limewood Place,677-555-0112,2019-12-04,Lemon Grove
12363,51,Kayla,Thompson,Kayla Thompson,1947-06-24,M,Female,kayla16@adventure-works.com,Graduate Degree,Management,412 Miller Dr.,918-555-0192,2021-03-29,Langford
12364,632,Erin,Rogers,Erin Rogers,1947-04-27,M,Female,erin23@adventure-works.com,Bachelors,Management,8387 E. Lane Rd.,920-555-0187,2019-12-26,Port Orchard
12365,611,Alex,Evans,Alex Evans,1953-02-08,M,Male,alex27@adventure-works.com,Bachelors,Management,6478 Fenway,948-555-0138,2021-04-01,Bremerton
12366,607,Stephanie,Cox,Stephanie Cox,1948-01-07,M,Female,stephanie16@adventure-works.com,Bachelors,Management,9064 La Paz,798-555-0198,2021-04-11,Ballard
12367,243,Trinity,Townsend,Trinity Townsend,1979-02-19,S,Female,trinity4@adventure-works.com,Partial High School,Manual,370 Treat Blvd,1 (11) 500 555-0155,2021-02-10,Leeds
12368,184,Rodney,Rubio,Rodney Rubio,1978-12-20,S,Male,rodney15@adventure-works.com,Partial High School,Manual,"40, rue Royale",1 (11) 500 555-0119,2021-11-27,Metz
12369,36,Terrence,Lal,Terrence Lal,1969-04-04,S,Male,terrence8@adventure-works.com,Bachelors,Professional,2680 Claudia Drive,1 (11) 500 555-0168,2021-09-25,Melton
12370,15,Preston,Perez,Preston Perez,1968-12-24,M,Male,preston19@adventure-works.com,Bachelors,Professional,8306 Sun Tree Lane,1 (11) 500 555-0136,2021-02-10,Silverwater
12371,14,Stefanie,Subram,Stefanie Subram,1968-08-13,S,Female,stefanie10@adventure-works.com,Bachelors,Professional,8433 Pacifica Avenue,1 (11) 500 555-0113,2021-07-01,Rhodes
12372,22,Darren,Prasad,Darren Prasad,1969-03-17,S,Male,darren12@adventure-works.com,Bachelors,Professional,P.O. Box 1052,1 (11) 500 555-0193,2021-03-22,East Brisbane
12373,209,Isaac,Gray,Isaac Gray,1985-08-02,S,Male,isaac5@adventure-works.com,Partial College,Clerical,"558, rue Faubourg St Antoine",1 (11) 500 555-0161,2019-06-27,Versailles
12374,185,Marie,Kapoor,Marie Kapoor,1985-09-25,S,Female,marie5@adventure-works.com,Partial High School,Manual,"1020, quai de Grenelle",1 (11) 500 555-0185,2021-02-07,Croix
12375,226,Jarrod,Raman,Jarrod Raman,1985-08-23,S,Male,jarrod12@adventure-works.com,Partial High School,Manual,"64, route de Marseille",1 (11) 500 555-0158,2022-01-11,Cergy
12376,254,Holly,Perez,Holly Perez,1985-09-29,S,Female,holly19@adventure-works.com,Partial High School,Manual,4824 Kirkwood Ct.,1 (11) 500 555-0112,2021-05-10,London
12377,155,Christopher,Miller,Christopher Miller,1985-09-11,S,Male,christopher6@adventure-works.com,Partial High School,Manual,Buergermeister-ulrich-str 39,1 (11) 500 555-0116,2021-06-24,Bottrop
12378,121,Brianna,Sanchez,Brianna Sanchez,1985-02-16,S,Female,brianna25@adventure-works.com,Partial College,Clerical,Zeiter Weg 9922,1 (11) 500 555-0164,2020-08-07,Ingolstadt
12379,147,Bridget,Chande,Bridget Chande,1984-02-16,S,Female,bridget17@adventure-works.com,Partial College,Clerical,Lindenalle 4284,1 (11) 500 555-0153,2021-04-21,Hamburg
12380,231,Omar,Yuan,Omar Yuan,1979-09-04,S,Male,omar26@adventure-works.com,High School,Manual,2153 Cloudview Dr.,1 (11) 500 555-0174,2020-06-04,Billericay
12381,251,Johnny,Lal,Johnny Lal,1985-02-13,M,Male,johnny9@adventure-works.com,Bachelors,Skilled Manual,8396 Ruth Drive,1 (11) 500 555-0148,2020-06-19,London
12382,252,Tamara,Chen,Tamara Chen,1983-11-08,S,Female,tamara33@adventure-works.com,Partial High School,Manual,9199 Park Glenn,1 (11) 500 555-0162,2020-06-28,London
12383,197,Albert,Gomez,Albert Gomez,1978-10-18,S,Male,albert4@adventure-works.com,High School,Manual,"2401, rue des Bouchers",1 (11) 500 555-0177,2019-05-31,Paris
12384,168,Jacquelyn,Gutierrez,Jacquelyn Gutierrez,1979-03-31,M,Female,jacquelyn11@adventure-works.com,Bachelors,Skilled Manual,Curieweg 942,1 (11) 500 555-0161,2020-08-16,Kiel
12385,229,Tara,Raji,Tara Raji,1978-09-24,M,Female,tara22@adventure-works.com,Bachelors,Skilled Manual,6598 Lorie Ln.,1 (11) 500 555-0120,2020-06-01,Berks
12386,117,Katherine,Perry,Katherine Perry,1977-10-06,S,Female,katherine33@adventure-works.com,Partial High School,Manual,Erftplatz 654,1 (11) 500 555-0125,2020-08-02,Erlangen
12387,190,Meredith,Vazquez,Meredith Vazquez,1983-12-24,S,Female,meredith38@adventure-works.com,High School,Manual,"2425, avenue de l´Europe",1 (11) 500 555-0168,2021-09-21,Villeneuve-d'Ascq
12388,168,Casey,Kumar,Casey Kumar,1978-01-16,S,Female,casey8@adventure-works.com,High School,Manual,Platz des Landtags 55,1 (11) 500 555-0150,2020-08-12,Kiel
12389,215,Albert,Jiménez,Albert Jiménez,1978-01-03,S,Male,albert8@adventure-works.com,High School,Manual,"61, place de Fontenoy",1 (11) 500 555-0192,2021-11-13,Colombes
12390,140,Denise,Martinez,Denise Martinez,1983-09-14,S,Female,denise18@adventure-works.com,Partial College,Clerical,Am Grossen Dern 123,1 (11) 500 555-0125,2020-08-05,Berlin
12391,241,Olivia,Kelly,Olivia Kelly,1983-02-20,S,Female,olivia46@adventure-works.com,Partial College,Clerical,6960 Trees Drive,1 (11) 500 555-0133,2020-06-24,Kirkby
12392,237,Nichole,Nath,Nichole Nath,1977-01-22,S,Female,nichole18@adventure-works.com,Partial High School,Manual,3228 Pembroke Dr,1 (11) 500 555-0133,2021-01-28,Esher-Molesey
12393,223,Brenda,Sai,Brenda Sai,1977-01-12,S,Female,brenda9@adventure-works.com,Partial High School,Manual,"2, rue Lamarck",1 (11) 500 555-0171,2021-09-27,Saint-Denis
12394,268,Erika,Serrano,Erika Serrano,1982-03-09,S,Female,erika14@adventure-works.com,Partial High School,Manual,4919 Hames Court,1 (11) 500 555-0193,2020-06-16,Liverpool
12395,207,Kyle,Carter,Kyle Carter,1982-04-21,S,Male,kyle39@adventure-works.com,High School,Manual,"8182, chaussée de Tournai",1 (11) 500 555-0120,2019-06-19,Chatou
12396,120,Susan,Yang,Susan Yang,1976-10-11,S,Female,susan14@adventure-works.com,High School,Manual,Erftplatz 900,1 (11) 500 555-0175,2021-10-15,Hof
12397,173,Shaun,Chapman,Shaun Chapman,1975-09-11,S,Male,shaun17@adventure-works.com,Partial College,Clerical,Am Grossen Dern 725,1 (11) 500 555-0119,2020-08-23,Poing
12398,187,Ashley,Clark,Ashley Clark,1977-01-08,S,Female,ashley20@adventure-works.com,Partial College,Clerical,"804, avenue du Québec",1 (11) 500 555-0196,2019-06-17,Lille
12399,156,Henry,Chapman,Henry Chapman,1977-03-11,S,Male,henry4@adventure-works.com,Partial College,Clerical,Knaackstr 556,1 (11) 500 555-0161,2021-08-23,Braunschweig
12400,144,Andy,Martin,Andy Martin,1977-05-11,S,Male,andy5@adventure-works.com,Partial College,Clerical,Winter der Böck 8456,1 (11) 500 555-0144,2021-08-09,Essen
12401,120,Kimberly,Rivera,Kimberly Rivera,1982-05-05,S,Female,kimberly19@adventure-works.com,Partial College,Clerical,Königstr 28,1 (11) 500 555-0114,2021-09-19,Hof
12402,255,Albert,Moreno,Albert Moreno,1976-09-11,S,Male,albert9@adventure-works.com,Partial College,Clerical,3941 Teakwood Dr,1 (11) 500 555-0171,2020-06-08,London
12403,273,Henry,Young,Henry Young,1976-12-15,S,Male,henry24@adventure-works.com,Partial College,Clerical,7499 Yolanda Circle,1 (11) 500 555-0140,2021-11-20,Watford
12404,278,Krystal,Liang,Krystal Liang,1982-08-06,S,Female,krystal17@adventure-works.com,Partial College,Clerical,1500 Grant Street,1 (11) 500 555-0137,2020-07-22,York
12405,261,Cole,Sanchez,Cole Sanchez,1976-03-18,S,Male,cole18@adventure-works.com,Partial College,Clerical,2620 Tice,1 (11) 500 555-0185,2022-01-07,Newcastle upon Tyne
12406,119,Ross,Gutierrez,Ross Gutierrez,1975-07-22,S,Male,ross29@adventure-works.com,Graduate Degree,Skilled Manual,Alte Landstr 29,1 (11) 500 555-0149,2021-12-16,Grevenbroich
12407,139,Shawn,Raji,Shawn Raji,1981-08-23,S,Male,shawn23@adventure-works.com,Graduate Degree,Skilled Manual,Zeiter Weg 6399,1 (11) 500 555-0122,2021-10-26,Berlin
12408,175,Jon,Lu,Jon Lu,1975-08-05,S,Male,jon31@adventure-works.com,Graduate Degree,Skilled Manual,Hauptstr 6146,1 (11) 500 555-0185,2021-09-30,Saarlouis
12409,368,Savannah,Hill,Savannah Hill,1980-09-19,S,Female,savannah35@adventure-works.com,Partial College,Clerical,1583 Westwood Lane,584-555-0142,2021-05-20,Santa Cruz
12410,300,Mariah,Richardson,Mariah Richardson,1981-06-04,S,Female,mariah34@adventure-works.com,Partial College,Clerical,8032 Gumwood,691-555-0171,2021-04-05,Beverly Hills
12411,311,Kevin,Alexander,Kevin Alexander,1981-03-31,S,Male,kevin21@adventure-works.com,Partial College,Clerical,6115 Glenside Court,915-555-0172,2021-06-30,Concord
12412,315,Mackenzie,Wright,Mackenzie Wright,1936-04-18,M,Female,mackenzie41@adventure-works.com,Graduate Degree,Skilled Manual,2287 El Dorado,785-555-0197,2021-10-25,Downey
12413,631,James,Gonzales,James Gonzales,1977-03-03,S,Male,james32@adventure-works.com,Graduate Degree,Skilled Manual,5719 A St.,988-555-0116,2021-06-20,Olympia
12414,546,Ethan,Lal,Ethan Lal,1971-12-19,S,Male,ethan25@adventure-works.com,Graduate Degree,Skilled Manual,8524 C Mt. Hood Circle,569-555-0151,2021-05-27,Oregon City
12415,552,Brianna,Richardson,Brianna Richardson,1972-05-01,S,Female,brianna36@adventure-works.com,Graduate Degree,Skilled Manual,9178 Sand Pointe Lane,424-555-0194,2021-11-22,W. Linn
12416,298,Veronica,Martinez,Veronica Martinez,1983-02-07,S,Female,veronica19@adventure-works.com,Graduate Degree,Skilled Manual,492 Loveridge Circle,114-555-0170,2021-06-29,Bellflower
12417,307,Alexis,Bryant,Alexis Bryant,1977-11-21,S,Female,alexis41@adventure-works.com,Graduate Degree,Skilled Manual,4617 Sheppard Way,535-555-0111,2022-01-05,Chula Vista
12418,539,Robert,Hernandez,Robert Hernandez,1959-04-23,S,Male,robert60@adventure-works.com,High School,Manual,1725 La Salle Ave.,175-555-0178,2019-12-21,Corvallis
12419,611,Destiny,Bell,Destiny Bell,1958-12-03,M,Female,destiny30@adventure-works.com,Bachelors,Skilled Manual,8807 Soto St.,419-555-0128,2021-06-10,Bremerton
12420,545,Spencer,Hayes,Spencer Hayes,1959-02-17,M,Male,spencer25@adventure-works.com,Bachelors,Skilled Manual,8336 Newport Dr.,204-555-0153,2021-03-15,Milwaukie
12421,345,Cameron,Hughes,Cameron Hughes,1964-03-08,M,Male,cameron6@adventure-works.com,Bachelors,Skilled Manual,6396 Market Place,287-555-0142,2021-03-12,Newport Beach
12422,627,Hailey,Evans,Hailey Evans,1959-04-22,M,Female,hailey43@adventure-works.com,Bachelors,Skilled Manual,3591 East 18th Street,489-555-0124,2021-10-13,Marysville
